respondent_id,h1n1_vaccine,seasonal_vaccine
26762,0.8436559005827187,0.7622784408111719
26763,0.27562693338156996,0.9295462430751471
26764,0.32998105515570686,0.8178052297145463
26765,0.37922176760716175,0.8617316006401321
26766,0.9093806646351844,0.1753495162530531
26767,0.3899234256305324,0.6923365602622468
26768,0.9437575902933156,0.4600401152494197
26769,0.9452105357511871,0.12597437381571133
26770,0.7956415791311632,0.5639486735725622
26771,0.9512602333230233,0.19711950596020716
26772,0.9014771301369571,0.47034679077031993
26773,0.9633992016496958,0.3822201558529342
26774,0.9099804890414516,0.3435407413155044
26775,0.9104975693779451,0.5246641349116195
26776,0.740858385396921,0.565659917799975
26777,0.8531541572993498,0.7016232500618022
26778,0.9195300567435674,0.2707826680360154
26779,0.8985397961360988,0.5691718586167577
26780,0.9126225234251639,0.7327022849140994
26781,0.865259408459252,0.5533686040567621
26782,0.9257966727048001,0.4233821095181959
26783,0.8821629473884923,0.5038265487583357
26784,0.6825721377162136,0.8053451100981139
26785,0.7324469475390398,0.6384116615642291
26786,0.9384765702761096,0.2187157666020629
26787,0.930599324360148,0.33929302289184127
26788,0.8128966524333898,0.7549413138694668
26789,0.9320854565813655,0.3290075946147448
26790,0.9254586662555584,0.39381700282727233
26791,0.9474452325674396,0.1945987126487759
26792,0.7281943374681807,0.7762533065632348
26793,0.8626674965258804,0.654274442488572
26794,0.5552255280133038,0.7276351581393987
26795,0.9092361330578258,0.859291060519213
26796,0.8814883661415562,0.18777750279793648
26797,0.8676556269603756,0.4586688383292422
26798,0.6313105779910431,0.387009585991034
26799,0.8848770762756005,0.2286716197481663
26800,0.89886468210289,0.8106933510468497
26801,0.9184050722717035,0.23259472509680593
26802,0.8542894691206833,0.2644292141917286
26803,0.9370605791737378,0.27713965410356056
26804,0.893985850709655,0.2745003216301873
26805,0.9482277079388097,0.3033132648925887
26806,0.8595406554379276,0.698045915935872
26807,0.6165031674939547,0.8078256431831449
26808,0.7867924800207514,0.5261121686834389
26809,0.8555955871277234,0.27779182717547013
26810,0.9430916536553928,0.2481446842235109
26811,0.9618875711945692,0.0835099461216807
26812,0.8951463219554632,0.6660490312417924
26813,0.8392493874861897,0.22100546520139497
26814,0.9541851979847467,0.43140345874939784
26815,0.9280614506785051,0.21929641954129087
26816,0.9799930455306226,0.18229447147958933
26817,0.8831974458126324,0.6083329012237646
26818,0.9349066863611636,0.3618347011238866
26819,0.7933888643813418,0.512032723016769
26820,0.9426240474765928,0.24840792984621413
26821,0.9366335793933941,0.33661466086961195
26822,0.9083372580548306,0.5226393091339051
26823,0.7833360958020442,0.3649497715897438
26824,0.9387957962296971,0.37230015942329553
26825,0.6669526301758206,0.6966554386014948
26826,0.8217504797727874,0.776664620201788
26827,0.9416679564239178,0.3113289485665764
26828,0.6894625477860905,0.7050984081993497
26829,0.6738037512946065,0.7803352548404443
26830,0.8923890899598433,0.6607955593205418
26831,0.8883785174333341,0.6341157248574846
26832,0.8341008152035299,0.6695921628179016
26833,0.9609876598373082,0.522963525634418
26834,0.7485026287477441,0.6858252308262803
26835,0.6708578429351795,0.8625591303311607
26836,0.907119251034224,0.4938087590617086
26837,0.8650544653215204,0.23824908822934818
26838,0.8534519120865708,0.5044628784333013
26839,0.820742297962539,0.46518929231474715
26840,0.8774716585642468,0.23696126035022722
26841,0.741409127522767,0.7203253627156849
26842,0.92918606323928,0.2619395181196947
26843,0.967837493325131,0.03683055185407638
26844,0.9133331317007858,0.6191912796498219
26845,0.8312764293756221,0.5648223556484601
26846,0.9584783697892206,0.5292364057147181
26847,0.9584525659271408,0.10905314311528803
26848,0.938396715807756,0.728466103450811
26849,0.7188605223052255,0.6975316993185171
26850,0.6209866594628417,0.5998646234332103
26851,0.9388498659883852,0.13327271043104347
26852,0.9408628949010266,0.24460941907841435
26853,0.7049214096879012,0.3624759691534753
26854,0.9842150463414258,0.15661993620498132
26855,0.5978703767476892,0.7674155076402674
26856,0.9363278989059388,0.05339009605726962
26857,0.7637074847189846,0.12494053677655396
26858,0.9434849742233785,0.39418689118117606
26859,0.9057721667201901,0.21586091148161285
26860,0.625502422860996,0.19789707696567235
26861,0.8952727582019887,0.17955294395098675
26862,0.9161391381640992,0.34581819682658066
26863,0.9124883334587075,0.26383985251744263
26864,0.625062671281734,0.672522953671087
26865,0.939805214352548,0.16886547528637205
26866,0.6161944144395016,0.7519713749893486
26867,0.9158130699895494,0.21012068692956795
26868,0.5921411822021795,0.7179532973036581
26869,0.893629495549127,0.46762224691275817
26870,0.7081907236522204,0.5928511894964921
26871,0.8776832478442206,0.11294931642351398
26872,0.9426486206119111,0.20996094500902773
26873,0.6405315793705351,0.7098466289410126
26874,0.9736373722755036,0.14746601758717603
26875,0.46955938933644636,0.8594810067855774
26876,0.9792250128794644,0.05547302956757394
26877,0.9717901581886454,0.12709695582336622
26878,0.6319371274791301,0.5106814374397141
26879,0.9337466764431591,0.16114363587460237
26880,0.7491778035285317,0.4950077462999452
26881,0.964767503370764,0.14693859573992243
26882,0.9609928432198722,0.17506024011995375
26883,0.9251347276872546,0.34213645179049784
26884,0.9397041298277631,0.3380313074701763
26885,0.9082814294091824,0.6681961150519224
26886,0.874928714598154,0.6527186861853668
26887,0.43994598543246266,0.8041360452502949
26888,0.417917281153671,0.7665535231199866
26889,0.8877502967315999,0.3156041842073936
26890,0.9421153909376511,0.33031043909136626
26891,0.8396380716359932,0.43278885311678034
26892,0.9460752059589809,0.6394069187567795
26893,0.9548374382509113,0.21244779274408754
26894,0.8715740133354043,0.34275346266450485
26895,0.9214572554649957,0.7707890767637215
26896,0.93238684236434,0.1731652305205113
26897,0.814148879715473,0.6499552216787396
26898,0.9289819846688673,0.45817107545778213
26899,0.8731939602889847,0.22458038469056177
26900,0.9413775563720441,0.25589246188638437
26901,0.9819566705963358,0.3370271796850028
26902,0.6751241132162016,0.8302246192521014
26903,0.7105427173970059,0.20526263207182804
26904,0.8707716985955807,0.49851938253089295
26905,0.6903890653094398,0.6178149335128202
26906,0.947180017646008,0.3076078077857562
26907,0.9609347482059594,0.3973672682784819
26908,0.590075138089812,0.8488875166783142
26909,0.7722682749409974,0.5629254534328296
26910,0.9500636217731218,0.25535051339008297
26911,0.9630545765524074,0.1644056534773076
26912,0.625169206070044,0.8948199169124719
26913,0.5089694074839393,0.6603423458747354
26914,0.8802342455596442,0.3139639904497555
26915,0.8194582670546985,0.5522865931671885
26916,0.9339670262419325,0.3333402025719174
26917,0.949101472456295,0.1869827339635328
26918,0.5638707376358039,0.7190881440907663
26919,0.8321843768467247,0.5250549420827977
26920,0.9289858323325589,0.28419747910899096
26921,0.854823196974163,0.5727756781441461
26922,0.9248008948782511,0.5000531360407728
26923,0.8945596471734015,0.49155446647806406
26924,0.6434369015049917,0.648867749722811
26925,0.9462847981590354,0.4364638922436405
26926,0.7275081635203847,0.38192751350024245
26927,0.8919218315705303,0.4438709369712965
26928,0.7851717839859238,0.5702927489404469
26929,0.9323340777292617,0.16459397200507728
26930,0.6030730763198997,0.7941095724229574
26931,0.8159256459801607,0.5020560967723768
26932,0.8439975369053674,0.6816077760534883
26933,0.9086829005215219,0.4664039085635289
26934,0.8556283614124257,0.4185764102265886
26935,0.9236899148338144,0.39217781436446303
26936,0.6763298268533353,0.6484885592719847
26937,0.7968971780290989,0.5735954912411841
26938,0.9557911395896592,0.08735936298354355
26939,0.9757074395288388,0.07051854324538862
26940,0.8537647755678259,0.3141107996437173
26941,0.9527104935969571,0.3546919215670357
26942,0.44096962853181965,0.8206274801927252
26943,0.7478316917099831,0.582369461176603
26944,0.9319800192984666,0.23864903175627478
26945,0.7985410857852522,0.6041834821332759
26946,0.8098160179320749,0.48738302499716546
26947,0.9140708301662464,0.3266542804305226
26948,0.9479944483530784,0.20969526713339195
26949,0.930873846896049,0.17987301336311612
26950,0.8810599719440321,0.3984908462595739
26951,0.9112287470171991,0.34493361689324026
26952,0.6896442801252063,0.6459312020698571
26953,0.5947777206475207,0.8439146139721839
26954,0.955494657858493,0.23599220887623856
26955,0.8971270384323458,0.5168328936303904
26956,0.9429818593161581,0.2961768303520883
26957,0.8623955489081823,0.766770877811516
26958,0.8820351194099298,0.6070920826446576
26959,0.9619555606582326,0.22439958128795068
26960,0.9645565496329389,0.07684373601381943
26961,0.7780157314684222,0.5150566636116842
26962,0.7856303649423716,0.7195434754533986
26963,0.9454831628295571,0.23238240157274034
26964,0.9221357953167115,0.256923955347015
26965,0.23034295529324822,0.9229515214355006
26966,0.9495968220842316,0.09443614215350601
26967,0.7860911268404714,0.45878371572540505
26968,0.9561561502642381,0.7457403766224912
26969,0.9480395111988587,0.28016091647170394
26970,0.8259029934225834,0.43345455794660315
26971,0.9331187025420613,0.2823736820672856
26972,0.9838525753423372,0.10852592365475669
26973,0.9351755497742625,0.20375572677671622
26974,0.9159617478060477,0.3346169629377354
26975,0.9464427357108304,0.4746726018650326
26976,0.3067051518287228,0.3962463053084352
26977,0.9149074289233088,0.3679128094174969
26978,0.8997086699949592,0.6175856300297153
26979,0.8356525782903004,0.566621593263358
26980,0.9332308545407816,0.21618158339911997
26981,0.9643374811241019,0.20620835976298826
26982,0.846248916342276,0.658549062355716
26983,0.8000849907438703,0.5508257920775695
26984,0.9397876917776506,0.19356550103717002
26985,0.9548702550311947,0.21272175098750076
26986,0.8693199702028633,0.4397912288186202
26987,0.8942743856983513,0.30335624472630757
26988,0.9023833958612208,0.3335446549436642
26989,0.6928836473505773,0.7995835868210497
26990,0.9081807784087722,0.26491187374397185
26991,0.859948767255374,0.3844283712308649
26992,0.8414152304002009,0.42387225428827546
26993,0.8660136678570982,0.766526380832696
26994,0.9231240185071719,0.2995212906422908
26995,0.7225851763837491,0.5424413215598367
26996,0.8946989801189879,0.31531246041294125
26997,0.9000387384849068,0.3857106364461442
26998,0.9207406804109745,0.22295341887501677
26999,0.7562323289863019,0.39278372893534136
27000,0.9044292990378041,0.2772854198978166
27001,0.8295141242089024,0.625592114735356
27002,0.9296143041044579,0.29176888652307315
27003,0.8461158865062285,0.26685582014460874
27004,0.8601566991925571,0.3500337157488186
27005,0.793155820081453,0.5988444145549116
27006,0.42379259936684144,0.7455999188797748
27007,0.9877696811509051,0.0832572013018591
27008,0.884256133477111,0.12599381812020197
27009,0.9735668519093506,0.16946297295472107
27010,0.9374828787882453,0.22125111629125643
27011,0.9440860033437115,0.17570783842607585
27012,0.7739326726432859,0.4621363668376611
27013,0.9198775672257841,0.3440625576084054
27014,0.9890589156101559,0.27122027776547586
27015,0.8608255942930372,0.3775796913754995
27016,0.9395957866966527,0.25574088583450877
27017,0.7079912108087391,0.6350172965396105
27018,0.9119943619359501,0.28117868404743107
27019,0.19261558080465258,0.9250222600061635
27020,0.8895843461026166,0.24735357977667174
27021,0.8229507668253278,0.5106444364420385
27022,0.884469361294726,0.2554436871112154
27023,0.8867776802032202,0.2496781078655578
27024,0.7896061499152007,0.5149656984709919
27025,0.9731457748172991,0.06362126973918909
27026,0.8990011050676017,0.4125086084881428
27027,0.879385583954269,0.7087149036437246
27028,0.66046334473734,0.7325364898226229
27029,0.9332173018622894,0.28694682049968784
27030,0.8911708805563543,0.28132916752327297
27031,0.8429729180321903,0.47434962281026316
27032,0.8870579407022406,0.38892565480636787
27033,0.8579055297520827,0.5663576862499774
27034,0.9833129413487551,0.404871196849772
27035,0.8417173687576611,0.393664206297092
27036,0.8887389684795277,0.43518554098547757
27037,0.7263120823019367,0.5543291229729255
27038,0.8811271048663558,0.12988495668177152
27039,0.4857928303929201,0.787423568918855
27040,0.8175829574364433,0.25430810891724176
27041,0.8900371194983834,0.4980158246697851
27042,0.7726031184842386,0.5970932194727301
27043,0.7752267697615827,0.6051237958367942
27044,0.9614602844345267,0.16342696278506785
27045,0.8850530631259094,0.5694310665695733
27046,0.9401804059192597,0.2079660019539765
27047,0.701188464331352,0.3870135995815344
27048,0.9093141235579613,0.2586159575179217
27049,0.8216534793649635,0.8567607376165751
27050,0.8900228160574866,0.6201830811459875
27051,0.8494128530566185,0.45534724626975387
27052,0.905075445679955,0.45534241962209177
27053,0.19693797122764034,0.892732868801734
27054,0.9758410449074729,0.12043022449944961
27055,0.9482303497287079,0.5543599272472324
27056,0.964314117601163,0.1297664991111698
27057,0.9514314469655498,0.1393316267202127
27058,0.2773095060006283,0.8711550270891333
27059,0.9203916580907657,0.33626792741163036
27060,0.9593261804419522,0.3857365626819754
27061,0.7462842850860347,0.7159705709793479
27062,0.9058707000126551,0.334278299588829
27063,0.8824925510682975,0.3996768445371116
27064,0.8179386556204089,0.6605614478252952
27065,0.9634816043987179,0.27828758760881056
27066,0.8919813550351944,0.4863453111181558
27067,0.8159011615946028,0.536098913343078
27068,0.4916664842158929,0.7540053893335159
27069,0.6919494944626351,0.8407200077419976
27070,0.9477975928386518,0.1857996156686594
27071,0.9235513900927342,0.20838635249234802
27072,0.9218843603763021,0.48296054063739124
27073,0.9408265669479378,0.6155435002161421
27074,0.9543274970553075,0.30959011139752873
27075,0.6703141352429514,0.6792497061770207
27076,0.583335620966337,0.7050281056634361
27077,0.9716504656254518,0.10944632474824874
27078,0.9161746554960658,0.6313527711505394
27079,0.7912110032407449,0.6873515578865824
27080,0.9536539654628318,0.20691196113295196
27081,0.9653623288007239,0.6146211066416755
27082,0.9389262535289675,0.21124515170820143
27083,0.9215857201348316,0.4246473708283181
27084,0.4941161016866975,0.6886739936488134
27085,0.9636206076844106,0.04600613435501686
27086,0.8746411443629503,0.18899166317929636
27087,0.871252261446878,0.2978758808346489
27088,0.6346988311324631,0.8281379816340699
27089,0.7070033010502879,0.4240390217545074
27090,0.9034917904601284,0.3230797777510819
27091,0.6005389283245894,0.14727974172717848
27092,0.8863439591375422,0.3986431294625224
27093,0.8776122248653617,0.274784294199397
27094,0.9171485393850396,0.2574840763403082
27095,0.861135246885041,0.5450992735470198
27096,0.9847855177472432,0.2618066185467132
27097,0.7541661500696845,0.5293892636575009
27098,0.42405868674738834,0.8313426945619233
27099,0.9268231201654342,0.3491094849507415
27100,0.9791410109145234,0.24462806449417904
27101,0.8676435579461979,0.6128805234733932
27102,0.9106298136908642,0.6285777971206503
27103,0.9334453404207675,0.2323480799040437
27104,0.823682844054904,0.41179520676151327
27105,0.9744475341185925,0.47126487270902456
27106,0.6941474582790647,0.62250048803228
27107,0.8200277439150048,0.5762729702757824
27108,0.8967398558959252,0.5588953187064466
27109,0.8343351918556593,0.45249527074746393
27110,0.9049681815277705,0.5407187142257904
27111,0.9691019123821121,0.30789871593317075
27112,0.9046674629500904,0.579519869749707
27113,0.8566074737586026,0.42674970614919455
27114,0.9195842297072289,0.42353788454426616
27115,0.509112670424916,0.8284787371879438
27116,0.8369886390909168,0.6601997011509513
27117,0.9180529402022548,0.2118813495495068
27118,0.8157322720473528,0.5265177399376735
27119,0.8999759099516524,0.4231527541455709
27120,0.7212072377435355,0.8299027117924461
27121,0.9330948184452729,0.579594085238507
27122,0.9507531550452759,0.33583667694097574
27123,0.9746343454297963,0.14029601926947557
27124,0.9863666208267622,0.08080080044100872
27125,0.9159034780416627,0.22778147284880298
27126,0.8476687245711076,0.2695544254262413
27127,0.9725865314831478,0.10506723693834877
27128,0.8662427891226205,0.4471309476214966
27129,0.6619145769331125,0.577202751136166
27130,0.7380218550678312,0.49940034133845085
27131,0.9511405080157251,0.12015214368525497
27132,0.6386017089758955,0.8070941124714854
27133,0.9075671489760411,0.528790184919162
27134,0.5974396537275699,0.7545045242967131
27135,0.8410687023052512,0.5796367446906963
27136,0.913771240102984,0.43726373510987115
27137,0.9505883723308196,0.2107794692421696
27138,0.7637148719738915,0.5985279648058475
27139,0.8397884977183971,0.18795652157906584
27140,0.6387914872462486,0.6335061903907081
27141,0.4585951085835691,0.8067096835231132
27142,0.912202878423984,0.37596042326129914
27143,0.8603680930675056,0.39596388832297585
27144,0.8519830853834064,0.17415957981950822
27145,0.7903981520855763,0.49931853252604147
27146,0.604915552133004,0.9025120661152934
27147,0.9130899239383713,0.38565669040609524
27148,0.7314849499350251,0.40081060563520693
27149,0.9156809791872035,0.2503912060800877
27150,0.6167928904158076,0.8845984169944261
27151,0.8379459473083477,0.6788515390359054
27152,0.884956111929706,0.5448187783380195
27153,0.8124122021484492,0.6588015019209503
27154,0.2426860006483762,0.8988254175429813
27155,0.9106869050577909,0.5422561827767662
27156,0.9501422541756146,0.43521801231892393
27157,0.9516741906747115,0.40170345827675136
27158,0.9393275702316095,0.36903675943308945
27159,0.9601971380718863,0.22869957432726182
27160,0.8879571217036887,0.25976449966802767
27161,0.8622779911028976,0.4515473968638488
27162,0.6593852276673798,0.82788240266428
27163,0.7659298030616621,0.4050760741551706
27164,0.7970486717328576,0.15822050418949077
27165,0.760018525901666,0.5396293015827639
27166,0.9422369968931318,0.20235020552607888
27167,0.9082819606860089,0.5593021556418787
27168,0.8952929095634601,0.3905384202927476
27169,0.7856490122695623,0.6467156327084218
27170,0.8123059491113513,0.6672481063447433
27171,0.940891756780011,0.37089013266260956
27172,0.8863703667690971,0.6780117549800122
27173,0.896076333078829,0.47118728092662654
27174,0.9799853977755331,0.20034706063213298
27175,0.9808812265077638,0.12853269809113535
27176,0.8438598718414491,0.7415375071172734
27177,0.6397372865458508,0.7658171943996721
27178,0.8544225979008278,0.4193534753306087
27179,0.7670663478404386,0.4959620725159433
27180,0.8863799057464413,0.27750576619697326
27181,0.8810795037469341,0.658618099096633
27182,0.5382575048378047,0.8103220095256385
27183,0.9258683425321211,0.6006575820600649
27184,0.9140674626390192,0.5823699460533198
27185,0.7466862502996311,0.6652075513538788
27186,0.9180241538499138,0.600920408123081
27187,0.9160341097465907,0.22693674631663913
27188,0.927481097582145,0.5414313679740866
27189,0.8614072725293835,0.5870315233725604
27190,0.8614798510043723,0.665833116712797
27191,0.6428813479459667,0.8916545830624681
27192,0.6066171257219308,0.7358763608018124
27193,0.9334680979608393,0.3628696076852697
27194,0.9286984983517308,0.40387768019952636
27195,0.9423372407860049,0.3280528687276117
27196,0.7083507857679257,0.3434885062234356
27197,0.7242323192686906,0.7022155759024172
27198,0.14361188827796112,0.9506351317757745
27199,0.916479650561129,0.21088135160703303
27200,0.8439656951744459,0.5825111115203482
27201,0.20318896194082858,0.9183498392695312
27202,0.9452168034385232,0.0971253379635941
27203,0.9098056216850132,0.22176122391542052
27204,0.9134506515319277,0.24369523450301642
27205,0.876412462061388,0.2928984876434438
27206,0.9540939641696001,0.1460532969144986
27207,0.9492024655343713,0.15261799772370463
27208,0.5019329497281073,0.7256370490420602
27209,0.8401278206454509,0.3476829421958137
27210,0.8521381278008304,0.2628592502682575
27211,0.9652391770799283,0.19308830857154483
27212,0.6559127700804221,0.8397337066848195
27213,0.760547492964058,0.4421788997129043
27214,0.9492524382459583,0.18658256116907404
27215,0.854427647271852,0.4005354722869812
27216,0.8367921675606602,0.8528893048898469
27217,0.9649541733195438,0.13433200723368102
27218,0.3789663681110056,0.875255677690411
27219,0.6138701876133204,0.5803249297529569
27220,0.9339244075474391,0.40043712976939894
27221,0.9323694475810399,0.33061157050687284
27222,0.8397949806744278,0.5336310570632575
27223,0.8428103399281355,0.49499897411214216
27224,0.8768427044959833,0.5952664093402286
27225,0.8560674775494975,0.31213117576072247
27226,0.9622100091447073,0.35112185140163743
27227,0.9188319482609342,0.30506703291536164
27228,0.6312915019477887,0.7765056021392409
27229,0.4540903884862114,0.8038921317768525
27230,0.7440277692738023,0.8840630271799877
27231,0.9072041140244076,0.5643246393094118
27232,0.9673699152522695,0.3842884090403429
27233,0.9243246338296037,0.11039306231834758
27234,0.933589622830818,0.07407638609640155
27235,0.6004725417075126,0.7786261869347624
27236,0.8653763630383241,0.7488067802202172
27237,0.8457807692810012,0.4629772665230434
27238,0.8898196873067745,0.3967525155911137
27239,0.9221111196500703,0.1810744609999847
27240,0.8963214808812475,0.4933258127750091
27241,0.8142949451524171,0.47512810796588945
27242,0.8637820330231538,0.5823687017811348
27243,0.9827108771967638,0.09949295986560897
27244,0.9319227598526518,0.25099261780649007
27245,0.8355569282995305,0.5659144287387732
27246,0.38813234836385846,0.8756385905749451
27247,0.7091096647715647,0.823389670020545
27248,0.8881683592933116,0.6630344521410072
27249,0.9552459964079142,0.38123086584815236
27250,0.9351174843753982,0.253598711614468
27251,0.9063326447268414,0.2958286817242723
27252,0.6664030854977533,0.7148758921126964
27253,0.8392086758416873,0.7736333885130651
27254,0.3837264748462229,0.8288565704647465
27255,0.8752474342769978,0.30781998096470453
27256,0.5456151992540166,0.8957104245997611
27257,0.7811973806340682,0.45574641808892546
27258,0.8609837617435121,0.4654259660844616
27259,0.6609122884642893,0.7186892068430232
27260,0.8003860713553856,0.6589268595862601
27261,0.8594518217937148,0.5633497818376026
27262,0.7155348752820493,0.6175304517952711
27263,0.934518620663869,0.21879830682107632
27264,0.833890159625259,0.22368769367006594
27265,0.9037566278994037,0.1906779742059201
27266,0.9490427501107109,0.3287775848088543
27267,0.8527113194948635,0.5519918927405392
27268,0.9896598547847615,0.16163795195873407
27269,0.7805434956734565,0.49943968419112944
27270,0.9535315163235686,0.1661407804464997
27271,0.9298676806189313,0.4686955832239686
27272,0.972128648487648,0.3133490593837673
27273,0.9843382248709067,0.11187042248599682
27274,0.7760071240639166,0.5799262486472941
27275,0.8909690242995165,0.33954059349465415
27276,0.8666070997471712,0.6212144265547013
27277,0.843697242200717,0.7005285998326278
27278,0.8867558263094562,0.3863370499132203
27279,0.8930756911353328,0.2937286472749954
27280,0.8818817364623411,0.487048811864137
27281,0.9532149026498451,0.3066152578390275
27282,0.8797363252081917,0.6809868504883242
27283,0.9143083762698831,0.26843037937775716
27284,0.953687284303202,0.19116716701684008
27285,0.9349935215363908,0.3128340125349399
27286,0.8199130454280481,0.30383586253949735
27287,0.8830594591321707,0.38834163664164784
27288,0.9002219511173811,0.4108578711558041
27289,0.7642809160182821,0.4354524792286187
27290,0.9704951239180103,0.18820899526589654
27291,0.544544890816691,0.7507927293723378
27292,0.8797428031806432,0.5149161120943501
27293,0.8703859893548878,0.7726234877723989
27294,0.980516243663565,0.0844124925143971
27295,0.6660260162228435,0.8525308989830229
27296,0.9247492912739014,0.4566982005064833
27297,0.9269345153959987,0.5073462906019287
27298,0.9645551248805964,0.2574763194470341
27299,0.8098237690085832,0.6274966288402638
27300,0.697500286002974,0.8246859860918238
27301,0.9393653863035938,0.24672745526324089
27302,0.8771962431786443,0.516098543319784
27303,0.9533105771705459,0.30908853314150725
27304,0.872477323206448,0.7720934241174051
27305,0.9777812406579195,0.06670044257536013
27306,0.7193621167630118,0.6120168631534717
27307,0.7036927541479185,0.5545978814913746
27308,0.9690101197230727,0.16058303012203068
27309,0.5211722194233561,0.8873605120347797
27310,0.9029677985311323,0.25146921391312926
27311,0.9739957465924071,0.1119257539521347
27312,0.8445123938958239,0.5213750045873683
27313,0.949659435821119,0.1785226753370331
27314,0.959450623227895,0.10166060578084773
27315,0.818331136077032,0.47257563915982853
27316,0.7623950839290525,0.6437578679370971
27317,0.8827531877125007,0.28371417362739076
27318,0.8211590855278853,0.29795746878557927
27319,0.7297271053065192,0.752096663464993
27320,0.7973029227045068,0.48749260850709786
27321,0.8143853876147271,0.7608406042077352
27322,0.6127688301445622,0.18604171015376583
27323,0.8202124037204573,0.43405508413012006
27324,0.8010336505147752,0.4547118981298986
27325,0.4109142274945615,0.8137743821853034
27326,0.9223016284933552,0.5831587652005545
27327,0.9156565527760618,0.4964813620815512
27328,0.9296520067909563,0.3567237599721112
27329,0.9710313178526516,0.1684689399684231
27330,0.8705249585555148,0.6031641902139454
27331,0.8810234918172972,0.3345226758812609
27332,0.7294363336272951,0.7770677781909983
27333,0.6768424689232524,0.6012078524981829
27334,0.9362950884182893,0.09881286313609873
27335,0.9132655679623797,0.14113776888796328
27336,0.9558567063283945,0.17579725108903593
27337,0.9222133816694775,0.560185539065237
27338,0.899693922296718,0.31998425204772957
27339,0.8481081538455126,0.2760032737180948
27340,0.897675901342639,0.4030189748954659
27341,0.6722077533194204,0.6959684073063442
27342,0.9078860322638417,0.5026568872149718
27343,0.967213042753296,0.12975302711145784
27344,0.8388217588694558,0.33339387578049856
27345,0.9425591239952258,0.29074964921920354
27346,0.46501087937794106,0.8748039948673564
27347,0.3461558348592463,0.8751574273632057
27348,0.876759379367119,0.3397572285598513
27349,0.9222139700559893,0.2936674269882732
27350,0.817060156206497,0.7222397950539773
27351,0.4007763034547075,0.6510554720000079
27352,0.893793393081286,0.3474722292858762
27353,0.9512041932392039,0.38041827038592413
27354,0.8309890025773081,0.4356776014110761
27355,0.9594578832055358,0.1975711435955977
27356,0.816215383563812,0.5890284051350395
27357,0.8774756068535228,0.3679981990622393
27358,0.6674588999518443,0.7371203940060402
27359,0.8756038849226873,0.5130685737656158
27360,0.9028931294141674,0.5411953172485285
27361,0.8593182130610701,0.8209981316508365
27362,0.923611289024018,0.29052005516113083
27363,0.9442543943512782,0.17523897654454923
27364,0.7776506670304772,0.77308008509571
27365,0.7093485188985221,0.711013774934225
27366,0.5469108575269691,0.5256289489470194
27367,0.8486941876818852,0.5222740644773631
27368,0.8394305401499316,0.5905754008393898
27369,0.9542802609910066,0.10184938014994414
27370,0.8888869383202725,0.8040507940084155
27371,0.8552947895334106,0.316142088612166
27372,0.9288841078899965,0.31908589453477565
27373,0.7989746800701782,0.37576999572697645
27374,0.9392343430446779,0.37867837597067217
27375,0.8817297954646044,0.6338280170238715
27376,0.6778503171790821,0.4929871015009942
